green;open;santander_prod__concept_types_bb41b091-a2da-4852-b641-f503a9a8d30b;nKDNgmqzQI-yRcfTxdZeZA;5;1;4893266;0;1830;916;;;
green;open;santander_prod__concept_types_3d16dc16-b05a-43f6-9716-8d06367ec7e8;5dXwH6idR1yChd8aQCQ3Pg;5;1;4707720;0;1755;880;;;
green;open;santander_prod__concept_types_083700ef-5795-4581-ab14-0d1b90cbb538;fyL9tI4iSnW-Of2q8iUEaQ;5;1;4667623;0;1734;868;;;
green;open;santander_prod__concept_types_87411507-f4f1-48af-acd7-5bfb64665e91;aOoS5syvSKalr5ev4NRNlw;5;1;4063786;0;1507;753;;;
green;open;santander_prod__concept_types_d145a275-da7e-4fb9-af94-41e711133df0;BRMe9-eLR0qaq3EdQD1elA;5;1;4049656;0;1494;745;;;
green;open;santander_prod__concept_types_e0a36914-5545-43ad-8d2a-a748aac97254;CmUqao_eSbabd21IPEGIZg;5;1;3792084;0;1392;696;;;
green;open;santander_prod__concept_types_951a30d7-6327-4030-a45f-f47c08bbe391;4ZX1-ZcORiiwAmYkY2KiUg;5;1;3643582;0;1349;675;;;
green;open;santander_prod__concept_types_b7dc1499-44fd-4e7a-9cd8-e1195caec9e6;gIQgRLd0Rb2m0ziL1-VbFg;5;1;3603555;0;1329;666;;;
green;open;santander_prod__concept_types_18cfc7ff-01ae-4d53-ae73-68aecc74f7f0;RIeb5OCHRmeKC3JCUzpWNQ;5;1;3501263;0;1295;647;;;
green;open;santander_prod__concept_types_359eb4c4-9ae0-4c8f-acb2-945e502c8ab0;1dvvBOq1Simq46QGDa5h4w;5;1;3444607;0;1279;636;;;
green;open;santander_prod__concept_types_78dd75b6-5ddc-447c-a32c-5e099fb1ceae;MNJ6jOM-R_ycfzFekNjNXQ;5;1;3418638;0;1263;634;;;
green;open;santander_prod__concept_types_7419e7a6-4e89-46fe-9f45-a39172b4beb4;QyZv1FMBQDOO2uRPy1fqtQ;5;1;3443977;0;1253;627;;;
green;open;santander_prod__concept_types_122b6b64-3f86-4aa3-8b5f-e0f450532391;m-NqZkW9Rw6CrS95YC22dA;5;1;3375854;0;1244;624;;;
green;open;santander_prod__alert_audit_types;suE8g2MTQVSr5zg6tzmN9w;5;1;1905373;0;1202;602;;;
green;open;santander_prod__concept_types_925bddcf-b9b1-4a9b-bce5-868beba7a6b7;0Ek62LjeQL2KLdWBglBOlw;5;1;3232772;0;1199;598;;;
green;open;santander_prod__concept_types_c3576200-7778-4999-a0ac-ddbedef0c5c1;Q7l_8vx8SRSvT3kSJtpV3g;5;1;3267308;0;1201;598;;;
green;open;santander_prod__concept_types_6b3d9c40-f925-48a7-ba2e-c4fa65489996;5oI_2F6nRVGkv37_rVFEgQ;5;1;3144193;0;1154;574;;;
green;open;santander_prod__concept_types_ea5b469c-e4ab-4ab3-b6ea-2a950db873d3;8I0RXnABQ7OuFIGvcZ8gaQ;5;1;2693606;0;987;495;;;
green;open;santander_prod__concept_types_297bfda9-3feb-4c33-ab1f-fb9fbec4df8b;E5H0f7GKRWO6WB2miUAs4A;5;1;2473214;0;901;450;;;
green;open;santander_prod__concept_types_0247390a-3d8c-4e70-9cff-517c2d1884e4;xYj3VThpT42VDDLm7Uiaqw;5;1;2340752;0;878;439;;;
green;open;santander_prod__concept_types_a9d004c6-2e97-4d7f-ae13-3180d52868ad;E_r4kEpXRMykZJpDQRpJpA;5;1;2365453;0;862;431;;;
green;open;santander_prod__concept_types_cc585f0a-bb3e-4228-aa45-e8b72ef9705f;ewrdT4wKQP6Nhbp32C8GIA;5;1;2309638;0;840;422;;;
green;open;santander_prod__concept_types_bc940dd9-afd5-4f90-9b6a-82bd4cf3addd;WcAlOLdURA2DDSRGriO0Ng;5;1;2152983;0;787;393;;;
green;open;santander_prod__concept_types_06a9711f-a195-4556-8790-e8ae73b52005;ig-vg_jHQaKCuPLlqDitQg;5;1;1945961;0;723;362;;;
green;open;santander_prod__concept_types_60a48685-147c-4e43-afa9-cfc22cc9b252;t4aV1fZ9QPuguGRWgVsBYw;5;1;1892149;0;686;343;;;
green;open;santander_prod__concept_types_16d467f9-88bb-4c66-9f47-a398bc81b127;WDZ2mHRdR5KuJq551f8k6Q;5;1;1870328;0;685;341;;;
green;open;santander_prod__concept_types_6474b836-d4d7-4390-9399-e69054580a23;fvHSSOojSne3Lrh0FTZngA;5;1;1866776;0;675;338;;;
green;open;santander_prod__concept_types_75b7d0f0-c63b-48ee-9012-7d3641891d00;YJo2CmvFTECXe8cJ_iD4Ng;5;1;1791825;0;652;324;;;
green;open;santander_prod__concept_types_f5c06e6f-7144-4c44-ab39-89e00b499be7;UGcj4k2EQj6cBbSZKKLQNw;5;1;1756206;0;636;319;;;
green;open;santander_prod__concept_types_0102fa09-a061-4e61-99d1-df1e0fba7784;o7uJ8H4OT_yQC24LQDbirg;5;1;1569021;0;571;284;;;
green;open;santander_prod__concept_types_3f0f884d-4999-4d65-99e8-d692d577aaf8;4-bH6Pv8TXinXhOPe6Hdng;5;1;1276415;0;467;234;;;
green;open;santander_prod__concept_types_159362eb-3a21-48ef-9d40-144c2ae383a3;Wzd7GP_4QmuLz6gCW8FEmg;5;1;1187167;0;442;222;;;
green;open;santander_prod__concept_types_12025c6e-1f73-4ef7-bafa-747c42414132;d3kPr8RHTDaB55CcKHjk7A;5;1;1153235;0;422;210;;;
green;open;santander_prod__concept_types_bf0fff30-cf76-4588-9c47-9642b47d305c;m8djbJ8XR_SMdDOf5DKM9w;5;1;1164564;0;421;210;;;
green;open;santander_prod__concept_types_cd4d85eb-6bc9-436f-8120-8b004f7d2550;vsm0rC-8QeWaRPzfSE5GsA;5;1;1122568;0;406;204;;;
green;open;santander_prod__concept_types_57d421a2-7056-4f5f-a2c7-180c956423ca;JMCHmzxKT6mabcFt4JGAkw;5;1;1112651;0;400;200;;;
green;open;santander_prod__concept_types_ae4f9f08-3e77-4eb2-900f-e05eaa7bf86c;MtqUdiypRtWHOa0crR6uNg;5;1;1056733;0;375;187;;;
green;open;santander_prod__concept_types_41653142-fcf3-44a6-8e7d-8a542d302247;JA7b0rCDR32art6jE6Ynaw;5;1;922701;0;328;164;;;
green;open;santander_prod__concept_types_4f24e9af-b8aa-4f54-b0ab-b35946886871;zex58UbxTnmEliQboiXYig;5;1;875731;0;314;157;;;
green;open;santander_prod__concept_types_e6ab38e9-0fb8-47e4-a173-870ef7abbe60;maBXW7e0S5md0idb0d-IsA;5;1;712932;0;251;125;;;
green;open;santander_prod__concept_types_70869385-c016-4d70-9de9-33e7e858dec7;eaCvU8yCQveHldIz5WzF1w;5;1;577864;0;202;100;;;
green;open;audit;nq4TWs0SS9Omrwhs97tCCw;5;1;17799;0;16;8;;;
green;open;santander_prod__profiles_audit_types;Q2iP6HTORYe8TVU0pnpKRw;5;1;15246;0;3;1;;;
green;open;santander_prod__message_types_null;cROY30SPQQ64cfauTH3fZw;5;1;4259;0;1;0;;;
green;open;santander_prod__compliance_version_4_11_0;_9N1McHsSWGFRFnw4Gro2w;5;1;0;0;0;0;;;
green;open;santander_prod__concept_types_synthesys_default;MbA59dItQWWiARMEFGhzrw;5;1;0;0;0;0;;;
green;open;santander_prod__debug;mp1FTDPbRDiYhvw6AC1ClA;5;1;0;0;0;0;;;
green;open;santander_prod__message_types__synthesys_default;zfQ71axsTsG2L1f3zHGdVw;5;1;0;0;0;0;;;
green;open;santander_prod__message_types_alerts__synthesys_default;8MmuQqwFTIiO2555AsjVUw;5;1;0;0;0;0;;;
green;open;santander_prod__sampling_logs__synthesys_default;UZPg8PQLSKeqFnOqOhTPjA;5;1;0;0;0;0;;;
green;open;santander_prod__sampling_types;9uP13_iRSfWWycd5Mt-z_Q;5;1;0;0;0;0;;;
