green;open;santander_prod__message_types_2023-04-02;IGdJjHm_QQyJ-0H1b4bNrg;5;1;32701975;36108;511447;255766;;;
green;open;santander_prod__message_types_2023-04-09;zwJ_u0r1T9msiuXBN3v2zQ;5;1;19711250;27983;298874;149430;total ;3991504;
green;open;santander_prod__message_types_2023-03-26;_i-YTxf9R66gg3Wx42Re9A;5;1;26138128;46791;285957;142916;;;
green;open;santander_prod__message_types_2023-05-14;ZrNHiiqmQbiSppm6OXMZjA;5;1;57561599;23049;215055;107509;;1330501;
green;open;santander_prod__message_types_2023-04-16;ncFfuAsZReCVwh_fEp3jmQ;5;1;21424851;50779;182056;91017;;;
green;open;santander_prod__message_types_2023-03-19;ToWMxyOoTOmTY90bIloXEg;5;1;22516130;40888;170738;85245;;;
green;open;santander_prod__message_types_2022-12-11;IQRQybZiSDaHKhuG1VDQKw;5;1;14073578;24567;155593;77834;;;
green;open;santander_prod__message_types_2023-06-04;ka3tylbYT8CFG_PA0sDPDg;5;1;19697600;10586;146544;73081;;;
green;open;santander_prod__message_types_2023-02-12;_LpWBlsFRAucUL470G-RWQ;5;1;18263380;115475;144550;72241;;;
green;open;santander_prod__message_types_2023-06-25;aWmX_oBGSWS8UhAgRydXqw;5;1;21054150;3183;142104;71057;;;
green;open;santander_prod__message_types_2023-04-23;_Wft7DwBQpmHeljak_7xAg;5;1;18041396;25893;135583;67673;;;
green;open;santander_prod__message_types_2023-06-18;2ZzsToGiTE-lM5k7dNURpA;5;1;18250261;13515;135176;67526;;;
green;open;santander_prod__message_types_2023-02-05;9lMVIqXhSo-AIVevS8okaQ;5;1;15925022;30047;134678;67323;;;
green;open;santander_prod__message_types_2023-05-21;AeCtVpdkRpadYdBgtGieKA;5;1;17349243;19089;131556;65632;;;
green;open;santander_prod__message_types_2022-10-23;IxZPZe2ZQlKVqGVXwYAqOw;5;1;16220769;58863;128349;64138;;;
green;open;santander_prod__message_types_2022-05-22;2aNmEPDkQXmexybiAPRlJg;5;1;17517755;20161;123404;61727;;;
green;open;santander_prod__message_types_2023-01-22;R1Cjlq8DSCa-e9BLngztVg;5;1;18471143;26790;122546;61326;;;
green;open;santander_prod__message_types_2022-11-20;UnHl2xo3Suua4H1qL1PHxw;5;1;14293221;29160;122248;61025;;;
green;open;santander_prod__message_types_2023-06-11;EnmCjtvrTUmKeR2YkHZdzw;5;1;18025224;7113;121914;60894;;;
green;open;santander_prod__message_types_2022-10-02;wjKmMzipSxSBzqwcjGeSoQ;5;1;16130880;59100;121161;60549;;;
green;open;santander_prod__message_types_2023-05-07;1zgb2bADTN-OO_aoNn7dXA;5;1;15460255;29541;121004;60453;;;
green;open;santander_prod__message_types_2023-05-28;8NPgaFHvRnO6mAb7oyJu2w;5;1;15713334;33802;120795;60451;;;
green;open;santander_prod__message_types_2022-11-27;jiENEuE6SGGr7tsKpgXVLQ;5;1;13687180;26140;115958;57999;;;
green;open;santander_prod__message_types_2022-09-25;riYk_bNeT2Wv5XZAE0eJeg;5;1;16305060;22742;113643;56745;;;#NAME?
green;open;santander_prod__message_types_2022-05-01;dHTv5343T9C71FRXBg-T_Q;5;1;13652576;30965;112500;56196;;;
green;open;santander_prod__message_types_2022-12-18;ieFKIvRRQumn7OBYkhSHEA;5;1;16804586;27697;111765;55821;;;
green;open;santander_prod__message_types_2022-06-19;iPKN9gYpRKeTdNDwQBmxzw;5;1;13994847;18837;110008;55004;;;
green;open;santander_prod__message_types_2022-07-17;5mwMmjSjSrieqEFDStbeXg;5;1;14127246;29912;109442;54807;;;
green;open;santander_prod__message_types_2023-04-30;BGaUoaT5S_iLrHNI_PuX-g;5;1;13211607;33304;108552;54447;;;
green;open;santander_prod__message_types_2023-01-08;ZqTtgoA3TF-8Nb9kk1ic4w;5;1;15327122;51090;108504;54355;;;
green;open;santander_prod__message_types_2023-01-15;DU1uMpBFRS-3cS80anC-aA;5;1;13840874;31484;108550;54174;;;
green;open;santander_prod__message_types_2022-09-11;2mR8v-FkTOqqcCVPhGgk3g;5;1;15108091;34620;106839;53396;;;
green;open;santander_prod__message_types_2022-06-26;7_xGbQCDTteo3OqJCVX7hA;5;1;14624664;18103;106185;53068;;;
green;open;santander_prod__message_types_2022-05-08;X0EYBcwnTuGxSMNW9OCoXw;5;1;13564410;15040;106383;52996;;;
green;open;santander_prod__message_types_2022-04-03;#NAME?;5;1;15125126;23697;104510;52240;;;
green;open;santander_prod__message_types_2022-04-17;UdyPm32HSpyLPcCi2aL8Iw;5;1;12191771;19143;104583;52069;;;
green;open;santander_prod__message_types_2022-06-05;rwaMLOBTRx2PsWO6cqXjRw;5;1;14325884;22076;103900;52025;;;
green;open;santander_prod__message_types_2022-10-30;a_8I58fZQBSzpS5ZQtPp_w;5;1;13607088;31697;102874;51417;;;
green;open;santander_prod__message_types_2022-10-09;rDpboYnST4ubVo07nPJ34w;5;1;13639465;47654;101481;50862;;;
green;open;santander_prod__message_types_2022-04-24;IlgsM5XuQOaisl4jtJiMmw;5;1;13425104;23371;99245;49548;;;
green;open;santander_prod__message_types_2022-06-12;qGR-DsdWTKWqFy00J9pzjA;5;1;13177226;20494;98235;49117;;;
green;open;santander_prod__message_types_2022-07-10;hoKoPzf2QwW9lIDxdinZ3Q;5;1;13162323;17077;97250;48673;;;
green;open;santander_prod__message_types_2022-05-15;9TFoQlShTgWTkKlFNDqe8w;5;1;13128326;16536;93924;46902;;;
green;open;santander_prod__message_types_2022-11-13;ep9rR4LARju1t4fVR7KNwQ;5;1;13839849;30643;93259;46550;;;
green;open;santander_prod__message_types_2022-08-07;VPy7mTA0TX2yT8Wr5fb5vQ;5;1;12303187;15929;93107;46540;;;
green;open;santander_prod__message_types_2023-02-19;ASkH1_n9RQ-51c0bM-C_5Q;5;1;13380247;12935;90880;45490;;;
green;open;santander_prod__message_types_2023-02-26;edU-yPZRRGOBkhz6cTXLyQ;5;1;14434930;39175;90287;45143;;;
green;open;santander_prod__message_types_2022-09-04;Fn4WfLqyQOCesSYlJep4GQ;5;1;12433536;26142;88620;44270;;;
green;open;santander_prod__message_types_2022-07-24;5mfP5Sk5S7Km2alsT9noTQ;5;1;12459337;13847;86487;43159;;;
green;open;santander_prod__message_types_2022-07-03;R5kW0DulRCmLAYB_-0E9FA;5;1;11501636;23338;85085;42568;;;
green;open;santander_prod__message_types_2022-09-18;AhJ27p-OQ0OcMdW2WcrjdQ;5;1;12081753;17643;85060;42567;;;
green;open;santander_prod__message_types_2022-11-06;EyVLeTbvTUSu7Ic7eZJABA;5;1;13181131;19751;84955;42452;;;
green;open;santander_prod__message_types_2022-10-16;m-yt-WX_Q7-6-gm_KFu-tA;5;1;12962584;31968;83999;42018;;;
green;open;santander_prod__message_types_2023-07-02;BRxE5-alSUuNx1qRH-sYaw;5;1;13840407;204;83908;41969;;;
green;open;santander_prod__message_types_2022-07-31;0e5OTE4LSZ2iAKxp8ECeIQ;5;1;11894988;31075;80692;40349;;;
green;open;santander_prod__message_types_2022-05-29;kVSMxPyxQluU3ukhKNtG2g;5;1;11229916;27801;80610;40326;;;
green;open;santander_prod__message_types_2022-08-14;G4UW59AFTQ2HJ6EHGF01Yw;5;1;11037378;39335;76734;38401;;;
green;open;santander_prod__message_types_2022-08-28;QVggs7CNS3yxfC6NvF1ZdA;5;1;9656198;36647;76837;38369;;;
green;open;santander_prod__message_types_2022-12-04;GQ8Zf7ZcS6-_2TELACnP5Q;5;1;9734749;16267;76339;38141;;;
green;open;santander_prod__message_types_2023-03-05;T-VkvcBaQfaiPzbbXDy9Pw;5;1;14355741;14182;76254;38026;;;
green;open;santander_prod__message_types_2022-08-21;Tpz_NzlmRIScBssTXeLtww;5;1;10136942;118426;75607;37800;;;
green;open;santander_prod__message_types_2023-03-12;oji0gLW_TSSca_YbdeSKWw;5;1;11731896;23192;69789;34847;;;
green;open;santander_prod__message_types_2022-04-10;9z1nOKkWQCGjYcKI4idIGA;5;1;10475503;11735;68215;34066;;;
green;open;santander_prod__message_types_2023-01-29;slezAwt7RvOnMnaUt94QDw;5;1;12887211;21248;68131;34029;;;
green;open;santander_prod__message_types_2022-12-25;a6vE-jqWSK-wwEHMGkLMQA;5;1;6060992;13466;57691;28934;;;
green;open;santander_prod__message_types_2023-01-01;8UBfg8cCQ8-QmrMy_UGvgA;5;1;8425922;22060;56917;28530;;;
green;open;santander_prod__message_types_alerts_2022;4Svinu5jTeymwx8Fw3HGFA;5;1;2283624;46428;30149;15086;;;
green;open;santander_prod__message_types_alerts_2020;RhJlYoINQSumwdpC83jZ2A;5;1;1599005;90468;29289;14638;;;
green;open;santander_prod__message_types_alerts_2023;6UOoKT0XQlaHhdczNDGEtQ;5;1;1726856;91113;26782;13370;;;
green;open;santander_prod__message_types_alerts_2021;XmlzF9M9SQaKSRHjsdQ9rw;5;1;2136145;57443;26639;13257;;;
green;open;santander_prod__monitoring_misc_types;K8IXbD12QvSYjPvkE6jowA;5;1;2549944;1538752;9900;5233;;;
